,smiles,solv_oxidation_potential
81UOBOZS,CC(C)(C)OC(=O)N1CCC[C@@H]([S@@](=O)Cc2cccnc2)C1,1.791
81TTAP,O=C(NC[C@H](O)c1ccco1)NC1CCN(C(=O)C2CCCCC2)CC1,1.481
81CVQH,Cc1cc2cc(NC(=O)c3ccc4ccccc4n3)ccc2[nH]1,1.161
81VEGM,COc1ccc(CN2CC[C@H](S(=O)(=O)NC(C)C)C2)s1,1.712
81BGZL,CCCC(=CC(=O)N(C)c1ccnn1C)CCC,1.549
81GRWZ,CN(C(=O)NCCOc1cccc(F)c1)C1CCCCC1,1.891
81NSKB,O=C(Nc1ccc(F)c(F)c1)c1ccoc1,2.005
81RDIM,NCc1ccc(C(F)(F)F)nc1Sc1ncccn1,2.243
81IFAR,Cc1cncc(C(=O)Nc2[nH]nc(C)c2N)c1,0.49
81WUNQ,COCCNC(=O)c1csc(NC(=O)c2ccccc2)n1,2.183
81VOZE,CN(Cc1ccncc1)C(=O)N[C@H](c1cccs1)C(C)(C)C,2.026
81JXNF,C[C@H]1C[C@H](Nc2ccc(SC(F)F)cc2)CS1,1.27
81AXXR,S=C(CC12CC3CC(CC(C3)C1)C2)N1CCN(c2ccccc2)CC1,1.377
81TNGU,O=C(C[C@@H]1CCS(=O)(=O)C1)OCc1nccn1Cc1ccccc1,2.013
81KQNF,O=C(C[C@H]1CCS(=O)(=O)C1)OCc1nccn1Cc1ccccc1,2.109
81OQUH,O=C(CCc1cc(Cl)no1)N1CCC[C@@](O)(CO)C1,1.974
81ZJQH,CC(C)(C)C(=O)CSCc1cccnc1Cl,1.611
81JIMR,CCC[C@H](C(=O)OCC)c1nc2cc(C)c(C)cc2[nH]1,1.534
81NYQX,Cc1ccccc1NC(=O)c1ccccc1C(=O)c1ccccc1,2.004
81CPTQ,O=C(NCc1ccccn1)C(=O)Nc1ccc2cc[nH]c2c1,1.234
81ZZNX,Cc1csc([C@H](C)NC(=O)CCCc2cc(Cl)sc2Cl)n1,2.093
81EPHW,CC(C)(C)n1cc(NC(=O)N[C@@H](Cc2ccccc2)C(F)(F)F)cn1,1.54
81ACPE,O=C(NCCCOC1CCOCC1)NCc1cc(=O)[nH]c2ccccc12,2.015
81CNQF,Cn1c(Cl)cnc1CS(=O)(=O)CCC(=O)Nc1cccc(F)c1,2.031
81BJNV,COc1ccc([C@](C)(O)Cc2nc(C)cs2)cc1,2.218
81SGEX,OCC[C@H](Nc1ncccc1Cl)c1cccs1,1.409
81ZRWV,CC[C@@H](C(=O)NC1CCN(S(C)(=O)=O)CC1)n1cccn1,2.733
81JLAZ,Cc1csc(C[S@@](=O)Cc2c(C)cccc2C)n1,1.849
81PUHB,CC(C)(C)OC(=O)N1CC[C@H](C[S@@](=O)c2ccccc2Br)C1,1.709
81OJEU,O=C(NCCSCc1ccccc1F)N1CCN(c2ccccc2O)CC1,1.931
81IOYN,COc1ccccc1O[C@H](C)CNC(=O)N[C@H](C)c1ncc(C)s1,1.382
81CTLO,O=C(NCCCCC1CCCC1)c1nccn2ccnc12,2.041
81OJBI,Cc1csc(NC(=O)c2cccc(CSc3nccn3C)c2)n1,2.134
81MUNF,CCC(C)(C)[C@H](Cl)Cc1ccc2ccccc2n1,2.055
81SQQC,CSCCCNC(=O)C(=O)Nc1ccnn1C1CCCCC1,2.011
81FELG,ClCCN1CCN(Cc2ccnc3ccccc23)CC1,0.771
81DOUE,C[C@@H]1CCC[C@](CO)(Nc2ccc(C(=O)N(C)C)nn2)C1,1.547
81IHEDXR,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cnccn2)c1,1.895
81PKCE,CN[C@]1(C#N)CC[C@@H](Oc2ccccc2F)C1,1.612
81NXAR,COC(=O)CC1CCN(C(=O)Nc2cncc3ccccc23)CC1,1.399
81LZBS,O=C(NCc1ccc(C(=O)Nc2ccc(F)cc2)cc1)c1ccoc1,2.209
81GVCE,Cc1ccccc1S[C@@H]1CCC[C@@](C#N)(NC(C)C)C1,1.702
81GTQI,COC(=O)[C@H](C)[C@H](C)Sc1ccc(Br)cc1,1.961
81UZFA,Fc1ccccc1COC1CCN(CC(F)(F)F)CC1,1.127
81IEUY,C[C@@H](Oc1ccc(F)cc1)C(=O)NNC(=O)N[C@H](C)c1cnn(C)c1,1.693
81HURZ,CCCCC[C@@H](C)NC(=O)Cn1cc(Cl)c(=O)[nH]c1=O,1.989
81ASCK,CC[C@H](Nc1nccc(Oc2ccc(F)cc2)n1)c1ccncc1,1.921
81COIA,O=C(Nc1ccc(Br)cc1)c1ccc(CSC2=NCCS2)cc1,2.18
81IIXZ,Cc1ccc(CNCc2cnc3cnc(Br)cn23)cn1,1.649
81GDSM,O=C(CSc1ccccc1Br)c1c[nH]c2ccccc12,1.645
81CJTP,C[C@H](Sc1ncc2ccccn12)C(=O)NC12CC3CC(CC(C3)C1)C2,0.977
81LGOY,N#Cc1ccc(Nc2ccc(OCC3CCOCC3)cc2)nc1,0.995
81TDRG,COCc1nc(C(=O)Nc2cccc(NC(=O)OC)c2)cs1,1.807
81ZBTM,COc1ccc(N[C@H](C)C(=O)Nc2cc(C)no2)cn1,1.02
81OIVY,Cc1n[nH]c(C)c1N[C@@H]1CC[C@H](NC(=O)OC(C)(C)C)C1,1.17
81PWRI,Cc1cccc(NNC(=O)CCCc2cccs2)c1,1.426
81YQVT,CCOCCC(=O)N1CCC(OCc2ccc(F)cc2)CC1,1.795
81WSULNW,CS[C@H](C)C(=O)[C@@H](C#N)c1nc(C(C)C)cs1,2.211
81HOBQ,Cc1csc(SCc2ccc(C(=O)Nc3nc4ccccc4[nH]3)cc2)n1,2.071
81CDAO,COc1ccc(OC)c(Nc2ncnc(Nc3ccc(Br)cc3)c2N)c1,0.827
81JMTM,C[C@@H]1C[C@@H](C)CN(C(=O)COc2cccnc2Cl)C1,2.092
81GCRU,O=C1/C(=N/Nc2ccccc2)CCN1C1CCCCC1,0.931
81WZVL,CC[C@H](NC(=O)NCCNC(C)=O)c1cccs1,1.965
81STQK,O=C(NCCOCC(F)(F)F)N1CCC(Cc2ccccc2)CC1,1.568
81XKUM,C[C@@H](CNC(=O)N1CCNC(=O)C1)Oc1cccc(F)c1,1.753
81DPAV,Cn1cc(C(=O)Nc2ccc(OCC(=O)N3CCOCC3)cc2)cn1,1.3
81RFMI,C[C@@H]1CN(C(=O)CCCSc2ccccc2)[C@H](C)CO1,2.06
81FVMB,CCc1ncc(NC(=O)N(Cc2cccnc2)Cc2ccco2)cn1,1.78
81AQZG,C[C@@H](Oc1ccccc1F)C(=O)NNC(=O)NCC(C)(C)c1ccncc1,1.89
81HMYJ,CN(Cc1ccc(Br)o1)C[C@@H](O)c1ccc(F)cc1F,1.823
81LHGE,CCc1ccc(CNC(=O)C(=O)Nc2ccc(Cl)cc2)s1,2.403
81PKUK,Nc1ccc(F)cc1SC[C@@H](O)c1ccccc1,1.945
81RFUB,CCS[C@@H]1CCC[C@@H]1NC(=O)c1cnc(C)cn1,1.888
81QCQJ,CCCOc1ncnc(Oc2cc(C)ccc2C)c1N,1.31
81HAXM,CC[C@H]1CCCCN1C(=O)COC(=O)c1ccc(Br)o1,1.898
81NPBF,CS(=O)(=O)CCn1ccnc1C(N)=S,2.009
81IBWG,C[S@@](=O)c1ccc(CNC(=O)c2csc(S(N)(=O)=O)c2)cc1,1.886
81NWQC,CCC(C)(C)NC(=O)C[S@](=O)[C@H](C)c1ccc(Cl)c(Cl)c1,1.727
81LETL,CC(C)Sc1cnn(Cc2ccc(Cl)cc2)c1N,1.756
81FGBK,O=C(CCCOc1ccccc1)N1CCC(CN2CCOCC2)CC1,0.817
81DZKS,COc1cc(CNC(=O)CNC(=O)C(C)(C)C)ccn1,2.598
81QCFV,CCN(CC(C)(C)O)c1ccc(N)c(OC)n1,0.649
81PTGR,C[C@H](CCOc1ccccc1)C(=O)NNc1ccc(F)cc1F,1.472
81JJWD,Cc1cccn2cc(CSc3ccc(N)cc3F)nc12,2.178
81TGIY,CCO[C@H](C)c1nc(COc2ccccc2CO)cs1,1.738
81JIQE,CCn1cc(S(=O)(=O)Oc2ccc(Br)cc2F)cn1,2.583
81ETSX,CC(C)NC(=O)CN1CCN(CC(=O)NCc2ccc(Cl)s2)CC1,2.402
81DRNZ,FC(F)(F)COc1ccccc1CSc1ccc(Cl)nn1,-0.075
81IVOL,OCC(CO)(CCc1cccs1)c1cccc(Br)c1,1.939
81QGWQ,Cc1cc(N)nc(SCC(=O)N2CCC[C@@H]3CCCC[C@H]32)n1,1.517
81OSQQ,Cc1nc(CC(=O)NC[C@H]2CCS(=O)(=O)C2)cs1,2.247
81APIW,COc1ccc(/C=C/C(=O)n2cc(C)nc2C)cc1,1.627
81ODXC,Clc1cc(NC[C@@H]2CCCN(c3ncccn3)C2)ccn1,1.231
81DYUL,CCN(Cc1ccccc1)C(=O)CSc1nc2ncccc2[nH]1,2.642
81GUJH,C[C@H](NC(=O)NOCc1ccccc1)c1ccc(Cl)s1,2.109
81RVOW,Cc1cc(Sc2ccncc2)c([C@H](C)O)cc1F,1.477
81IWNT,Nc1cccc(SCc2c(Cl)cccc2Cl)c1,1.216
81AGCZ,CC1(C)COC(c2cc(C(C)(C)C)cs2)=N1,1.774
81GHZM,Cc1cc(COC(=O)CCc2c[nH]c3ccccc23)on1,3.025
81MCHT,COc1cccc([C@@H](Cl)c2ccc(F)c(C)c2)c1,1.924
81PMGX,C[C@H](CCc1cccn1C)Nc1cnc2ccccc2n1,1.643
81XZUE,CN(C)[C@@H](CNC(=O)C(=O)NC1CCCC1)c1cccs1,0.975
81IZAU,COc1ccc(CCCNc2ncnc3nc(N)ccc23)cc1,1.608
81KMZV,Cc1nc(Cn2cc(N)cn2)sc1C,2.347
81FIRB,Cc1csc([C@H](C)NC(=O)NNC(=O)c2ccc(C)s2)n1,1.552
81YYDN,Cc1ccc(NC=C2C(=O)N(C)C(=O)N(C)C2=O)cc1,1.163
81OKGL,Cc1cc(C(=O)NNC(=S)NCCc2ccc(Cl)cc2)c(C)o1,1.745
81QFFT,CCc1cnc(CCNC(=O)C(=O)Nc2cccc3cnccc23)s1,2.244
81MATA,Cc1cc(F)cc(N[C@@H](CO)c2cccc(F)c2)c1,1.049
81UPML,Cc1cc(CN2CCN(C(=O)/C=C/c3ccc(C)o3)CC2)no1,2.042
81EYWT,O=C(Nc1cnn(CCc2ccccc2)c1)c1ccccc1I,2.152
81WXGV,CCN1CCN(C(=O)c2ccncc2C#CCO)CC1,1.282
81MGFU,O=C(NCC[C@H](O)c1cccc2ccccc12)C(=O)NCc1cccs1,3.373
81GVWJ,CCOC(=O)C[C@@H](C)NC(=O)Nc1ccc2[nH]c(C(F)F)nc2c1,1.503
81VTWP,O=c1[nH]c(CN(CCC(F)(F)F)C2CCCC2)nc2ccccc12,1.851
81WBHO,Cc1[nH]nc(C(N)=O)c1NC(=O)CSc1ccc(F)cc1,1.601
81GCXB,CCc1ccc(CN(C)C(=O)C[S@@](=O)Cc2ncc(Cl)n2C)cc1,1.346
81LQOS,O=C(Nc1cccnc1)C1CCN(Cc2nc3ccccc3[nH]2)CC1,1.501
81KUQM,Cc1ncccc1NC(=O)C(=O)NC[C@H](O)c1ccsc1,1.788
81CLYD,Cc1ccc(=O)n(CC(=O)N[C@H]2CCCC[C@@H]2C)n1,1.916
81MLFB,CC(C)N(C[C@H](C)O)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)nc1,2.935
81XPZG,CC(=O)Nc1ccc(NC(=O)c2ccc(Cn3ccnc3)cc2)cc1,1.437
81IVCM,CC(C)OCCS(=O)(=O)NCc1ccccc1C#CCO,1.653
81BHQG,C/C(=C\COc1ccc2ccc(=O)oc2c1)CCC(=O)C(C)(C)O,1.864
81RGBY,CN(C)c1nc(CNS(=O)(=O)c2ccc3ccccc3c2)cs1,1.251
81BCKX,CCCO/C(=N/C(=O)c1cccs1)N[C@@H](C)c1ccccc1,2.38
81FKEK,COc1ccc([C@@H](Br)c2cscc2C)cc1C,1.636
81QLDU,C[C@H](c1ccccn1)[C@H](Br)c1ccccc1F,0.355
81NJOF,Cc1cccc([C@@H](O)CN[C@@H](C)c2cnccn2)c1,0.967
81GDOING,CN(CCOc1ccccc1F)C(=O)CS(=O)(=O)c1ccccn1,2.008
81FIFT,CCCNC(=O)Cc1nc2ccsc2c(=O)[nH]1,1.863
81VPFJ,O=C(CC1(O)CCCCC1)NNc1cccc(C(F)(F)F)n1,1.057
81NDLV,COCCOCCn1cc(I)c(=O)[nH]c1=O,2.619
81TZHJ,CNc1nc(Cl)nc(C(=O)OC)c1Cl,2.12
81BHUB,Cc1cccc(S[C@@H]2CC[C@@](C#N)(NC(C)C)C2)c1,2.363
81UGDV,Cc1ccc(OCCNS(=O)(=O)C2CCCCC2)cc1,1.781
81PQUQ,COC(C)(C)C[C@H](C)NC(=O)NCC(C)(C)c1ccncc1,1.929
81KGNZ,Cn1cc(/C=C/C(=O)C(F)(F)F)c2ccccc21,1.363
81IENI,Cc1nc(C)c(C(=O)NCCc2ccc(F)cc2C)o1,3.361
81ICGA,Cc1nc(CNC(=O)Nc2cncnc2N(C)C)sc1C,1.323
81HYTE,CCS(=O)(=O)c1ccc(S(=O)(=O)/N=c2\[nH]cccc2C)cc1,1.847
81NEVE,O=C(Nc1ccc2[nH]ccc2c1)c1ccc2[nH]cnc2c1,1.08
81ICFN,CC(C)N(C)c1ccc(NCc2nccn2Cc2ccccc2)cc1F,0.678
81YKFT,Cc1ccc(NC(=O)CSc2nc(C)c(C)o2)cc1F,0.066
81DGZZ,CCCCC1CCC(CO)(Cc2nc(C)c(C)s2)CC1,1.888
81ZFJW,O=C(CCc1nc2ccccc2c(=O)[nH]1)Oc1cccc(F)c1,2.022
81QPHR,CC(C)[C@H](CO)NC(=O)[C@H](C)n1cccn1,2.085
81CRRQ,C[C@H]1CC[C@H](C(N)=O)CN1C(=O)CCOc1cccc(Cl)c1,2.193
81ASYD,N#C[C@H]1CN(C(=O)CNc2ccccc2)CCO1,1.382
81SFFA,Cc1ccc(Cn2cc(NC(=O)c3cccnc3)cn2)cc1,2.847
81TUAG,NC(=S)c1cn[nH]c1NC(=O)c1ccc(OC(F)F)cc1,1.774
81NXBY,CC(C)CC(=O)Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,1.579
81WDYD,C[C@H](C(=O)Nc1cccc(F)c1)[S@@](=O)Cc1ccc(F)cc1Cl,1.719
81WWUA,CCC(CC)n1ccc(C[C@@H](CO)c2ccc(F)cc2)n1,1.887
81PRFK,O=C(CSc1cccc(Cl)c1)[C@H]1CCO[C@]2(CCSC2)C1,1.85
81GVKE,NC(=O)c1ccc(N2C[C@@H]3CCC[C@H]3C2)nn1,1.496
81QQZM,O=C(CSc1cccc(Cl)c1)[C@H]1CCO[C@@]2(CCSC2)C1,1.907
81EHJN,CC1(C)CS/C(=N\c2ccccc2I)N1,2.126
81YXRD,Oc1ccc(Br)c(F)c1Cl,2.201
81LVQL,C[C@@H](NC(=O)NCc1ccc(NC(=O)c2ccco2)cc1)c1ccncc1,1.733
81VPSS,O=C(Cc1ccc(F)c(Br)c1)Nc1cccnc1Cl,2.416
81UAEK,Nc1ccc2c(c1)CC[C@H]2Nc1ccc(I)cc1,1.321
81KIOG,CCCCN(C(=O)NCc1ccncc1)[C@@H]1CCS(=O)(=O)C1,1.999
81JELC,CC(C)COC[C@@H](NC(=O)N1CCS(=O)(=O)CC1)c1ccco1,1.938
81POEI,Cc1cnc([C@H](C)NC(=O)N[C@@H](C)c2ccc(SC(C)C)cc2)s1,1.448
81NSEH,CCCc1cc(NC2CCCCC2)n(C)n1,0.471
81PWPI,C[C@H]1CCCC[C@@H]1NC(=O)NC[C@H](O)c1c(F)cccc1F,2.149
81ZQOZ,O=C(Nc1ccccc1F)c1ccccc1Nc1ccccc1,1.064
81EHFJ,Cc1nccc([C@@H]2CCCN(C(=O)C(C)C)C2)n1,1.93
81FJUO,Cc1ccc(C)c(CS(=O)(=O)Cc2ncoc2C(C)C)c1,2.205
81BBYY,CCC[C@H]1[C@@H](C)CCCN1C(=O)NCc1nc(C(F)(F)F)cs1,2.349
81WRBL,CC(C)N(Cc1ccccc1)S(=O)(=O)C[C@H](C)CCl,2.486
81UQAZ,Cc1ccn2c(CN3CCN(CC(F)(F)F)[C@H](C)C3)cnc2c1,1.046
81IINY,CC(C)(C)OC(=O)N1CC[C@@H](C[S@@](=O)Cc2ccc(Cl)nc2)C1,1.915
81LPRU,CC(C)(C)c1cc(NC(=O)CS(=O)(=O)Cc2ccon2)on1,2.215
81MBSB,CC[C@@H]1CCCCN1C(=O)[C@H](C)S(=O)(=O)Cc1ccc(Cl)cc1,2.241
81PISZ,CSc1ccc(C(=O)Oc2ccccc2F)cn1,2.343
81QMDT,Cc1cc(C)cc(OCC(=O)NNC(=O)CCc2c(C)noc2C)c1,2.049
81WLCM,C[C@@](N)(C(=O)OCc1ccc(Cl)cc1)C(F)(F)F,2.248
81NKWG,CS[C@H]1CC[C@@H](Nc2cnn(C)c(=O)c2Br)C1,1.924
81BNZE,O=C(NCCc1ccc(F)cc1)Nc1cccc(NC(=O)c2cccs2)c1,1.662
81UKEC,O=C(NNc1ccc(F)cc1F)c1cccs1,1.399
81AVGR,CCC[C@@H](C(=O)Nc1ccc(C)nc1C)/C(N)=N/O,1.315
81UBDE,CS[C@H](CNC(=O)NNC(=O)c1ccc(C)o1)c1cccc(Cl)c1,1.642
81WLGO,C[C@@H](CNC(=O)N[C@@H]1CCCSC1)c1cccs1,1.815
81BNVT,NC(=O)c1ccc(CSCC(=O)NC[C@@H]2CCCO2)cc1,1.69
81SNOJ,Cc1ncccc1Oc1ncc(Br)cc1CO,2.902
81BZBT,C[C@H]1CN(c2nc(Br)cs2)[C@H](C)CO1,1.341
81IOYL,CC[C@H]1CCCN1c1cc(C(C)=O)ccn1,1.223
81ZQVZ,C[C@H]1CN(C[C@@H]2CN(C(=O)CCCc3cn[nH]c3)C[C@@H]2CO)C[C@@H](C)O1,1.217
81LCXW,COCCCN(C)S(=O)(=O)/C=C/c1cccc(Br)c1,2.368
81BWMM,CC[C@@H](Br)[C@H](C)c1cc(F)c(C)cc1F,2.053
81WCBX,O=c1ccc2ccc(OC[C@H](O)COCc3ccccc3F)cc2o1,1.833
81GOJW,CCS(=O)(=O)NCCCNC(=O)Nc1ccc2c(c1)oc1ccccc12,1.445
81LYJX,O=C(Nc1ccc(Oc2cccnc2)nc1)C(=O)NC1CC=CC1,1.716
81OCIM,CCn1cc(CN2CCS[C@H]3COCC[C@@H]32)cn1,0.959
81URPQ,CC(C)CC1(CNC(=O)N(C)[C@H](C)c2cccnc2)CCCC1,1.938
81EWOA,NC(=O)NC(=O)[C@H](Nc1ccc(F)cc1)c1ccccc1,1.085
81UJDF,O=C(COc1ccc2ccc(=O)oc2c1)NCCc1ccccn1,-0.064
81WLFF,Cc1nc(CS(=O)(=O)CC(=O)NCc2ccc(F)cc2)sc1C,2.342
81QBAA,Cc1cc(C[S@@](=O)[C@@H](C)C(=O)NCc2ccc(F)cc2)on1,2.029
81RKBC,Cc1cccc(Oc2ccc(N[C@H](C)C(=O)N(C)CCC#N)cc2)c1,0.853
81IKLX,CCO[C@H](CCNC(=O)Nn1cnc2ccccc21)C1CCCC1,1.677
81TNFO,CC(C)NC(=O)Cc1csc(SCC(=O)c2cccs2)n1,1.432
81WERO,C[C@@H](C(=O)NCC1CCCCC1)[S@](=O)Cc1ccccc1F,1.411
81SWNF,Cc1cc2ccccc2nc1NCC(=O)NCC(F)(F)F,1.463
81TUZH,CC(C)[C@H](C)NC(=O)CS(=O)(=O)Cc1cn2ccccc2n1,1.523
81DIIK,Cc1ccc(NC(=S)NC2CCCCC2)nc1,1.285
81XWXT,C#CC1(OC[C@H](O)CN2CCN(c3ccccc3F)CC2)CCCCC1,0.717
81VJWH,CCc1ccc([C@H](CO)Nc2cc(C)cc(F)c2)s1,1.247
81XSMR,Cc1cc([C@@H](O)[C@H](C)c2ccncc2)sc1Br,0.92
81BTCH,C[C@@H](CO)CS(=O)(=O)[C@H](C)C(=O)NCc1ccc(Cl)cc1,2.404
81DFIX,CSCc1ccnc(N(C)Cc2ccc([S@](C)=O)cc2)c1,1.141
81KFLK,COc1cccc(OCCNC(=O)Cc2c(C)nc(C)[nH]c2=O)c1,2.007
81YTKW,Cc1cc(Cl)cc(C)c1Oc1cc([C@H](C)O)ccn1,2.228
81VXEU,Cc1noc(C)c1CNc1cc(C(F)(F)F)ccn1,1.459
81FCWO,C[C@H]1CN(c2snc(Cl)c2C#N)C[C@H](C)O1,1.859
81DFIY,Cc1oc(C)c(C(=O)NCCCn2cccn2)c1C,1.326
81HYVI,NC(=O)c1[nH]c2ccc(Cl)cc2c1Cl,1.665
81ULYJ,COc1cccc(C[C@@H]2C[C@@H](C)CC[C@H]2O)n1,2.082
81JECU,Cc1ccc(C)c(CSCC(=O)N(C2CCCC2)[C@@H]2CCS(=O)(=O)C2)c1,2.11
81UCOP,C=CCn1c(CCO)nc2ccccc21,1.656
81JJYX,O=C(CSc1ncccn1)N1CCC[C@H](Nc2ccccc2)C1,1.014
81MTMK,Cc1ccc2[nH]c3c(=O)[nH]ncc3c2c1,1.305
81IIUZ,O=C1CCCN1CN1CC[C@H](OCCCc2ccccc2)C1,1.68
81RPMF,Clc1cc(Cl)c(/N=C2/CCCCN2)cc1Cl,1.626
81VZXE,Cn1cnc2cc(OC(=O)CCc3ccccc3)ccc21,2.062
81XGJA,Clc1nc2ccc(I)cc2nc1Cl,2.964
81HSBA,O=C(CC/N=C(\O)c1ncccc1O)NCCc1cccc2ccccc12,2.005
81QACV,Cc1ccc([C@H]2CN(Cc3ccsc3)CCO2)o1,1.269
81WWLJ,Cc1nc(Br)ccc1NC(=O)N1CCN(C(=O)CO)CC1,1.983
81NABI,O=C(Nc1ccccc1Br)c1ccco1,1.969
81POPX,C[C@H](O)C[C@@H]1CCCCN1S(=O)(=O)CCc1ccccn1,2.18
81QTJZ,Cc1nc(C)c(C(=O)N(CCC#N)C(C)C)o1,2.143
81ILLF,CSCC[C@@H](C)N(C)C(=O)c1oc(C)nc1C,2.147
81RUAS,COC(=O)[C@H](N)Cc1cc(Cl)cs1,1.985
81NBUZ,CCCn1ccc2ccc(NC(=O)NCCS(=O)(=O)CC)cc21,0.86
81LVNV,O=C(Nc1cc(F)c2[nH]c(=O)ccc2c1)Nc1cc(F)ccc1F,1.515
81HSIE,CCS(=O)(=O)N(CCC(N)=O)Cc1ccccc1,2.323
81BOKR,COc1ccc(CN2CCOC[C@H]2CC(C)C)s1,1.41
81HBIM,Cc1ccc(NC(=O)C[C@H](c2cccc(C)c2)n2cccc2)cc1,0.018
81DMBC,Cc1cccc(COc2ccc(F)cc2C#CCCl)n1,1.933
81QJQB,CNc1cc(C(=O)NCC2(O)CCSCC2)cc(Cl)n1,2.18
81VIBJ,Cc1csc(Cn2c(C)c(C)sc2=O)n1,1.236
81SDMQ,O=c1[nH]c2c(Cl)cc(Cl)cc2c(=O)o1,2.444
81WNKC,CC(=O)N1CCC(Cc2cccc(Nc3cnccn3)n2)CC1,1.695
81OMUP,COCc1cc(NC(=O)N[C@@H]2CCC[C@]2(C)CO)ncn1,1.442
81EBMP,Cc1cc(C(=O)NNC(=O)c2cccc3ccccc23)c(C)o1,1.363
81XPET,CC(C)[C@@H]1CN(C(=O)CCc2cccnc2)CCS1,1.837
81KEJN,O=C(COc1ccc(F)cc1)NNC(=O)c1cccs1,1.561
81KILO,CN(Cc1nccn1CC(F)(F)F)C(=O)c1cccs1,1.984
81ZOBG,Cc1cncc(NC(=O)C(=O)NCCOc2ccc(F)c(F)c2)c1,1.823
81DCSF,C[C@H]1CN(c2ccc3cc(C#N)ccc3n2)C[C@@H]1C,1.264
81GNTY,C/C(=N\NC(=O)C(c1ccccc1)c1ccccc1)C(C)(C)C,1.464
81DGHG,COC(=O)Cc1nc2c(=O)[nH]c(N)nc2[nH]1,1.539
81DMXA,CC1(C)[C@H]2CC[C@]1(C)/C(=N\NC(=O)Cc1ccccc1)C2,1.062
81NUYV,O=C(Nc1ccc(F)cc1F)c1csc(C#CCCO)c1,1.892
81GHJZ,CCc1cc(CNC(=O)N2CCC(OCc3ccccc3C)CC2)on1,1.737
81HJHH,CS(=O)(=O)NC[C@@H]1CCCCN1C(=O)Nc1cccnc1,2.668
81MFWV,COC(=O)[C@H](C)C[S@](=O)Cc1nc(C)c(C)s1,1.486
81CADU,N#Cc1ccc(/N=C/c2cc(Br)c(N3CCCC3)o2)cc1,0.797
81COXY,Fc1cc(Cl)cnc1N1CCC[C@H]1CCl,1.355
81GUCO,CCc1noc(CC)c1CNC(=O)c1ccc(Cl)cc1,2.708
81QUEZ,Cc1noc(C)c1CCCNC(=O)C(=O)Nc1cc(F)c(F)c(F)c1,2.12
81YWPP,CN(Cc1cccnc1)[C@@H]1CCC[C@@H]1S(C)(=O)=O,1.627
81WKMU,CC(C)c1cc(NCCc2cccc(C(N)=O)c2)nc(C(C)C)n1,1.647
81GCLR,CSc1nc(C)cc(C(=O)Nc2ccn(C)n2)n1,2.348
81NSFL,CN(CCC(=O)NC(=N)O)C(c1ccccc1)c1ccccc1,0.901
81YNMP,CC(C)c1ccc([C@@H](C)CC(=O)NNC(=O)[C@H]2CCS(=O)(=O)C2)cc1,1.676
81JWVD,Cc1cccc(NC(=O)O/N=C(\N)C(c2ccccc2)c2ccccc2)c1,1.77
81EKQE,CN(CC#Cc1cccc(Cl)c1)C1(C(N)=O)CCCC1,1.386
81AJBY,Cn1ccnc(NC(=O)CCc2cc(Cl)cs2)c1=O,1.523
81JNIB,CCCc1ccc(NC(=O)c2ccco2)cc1,1.546
81OJRT,C[C@H](CNC(=O)c1ccn2cncc2c1)Nc1ccccc1,1.25
81UPOP,CC1=C(C(=O)OCc2ccccc2)C(=S)NNC1,1.308
81HNNZ,Cc1nc(C)c(CNC(=O)NC[C@H]2CCC[C@H](O)C2)s1,1.514
81ILXX,O=C(CCC(=O)[C@@H]1CC=CS1)NCCc1c[nH]c2ccccc12,1.924
81IGRD,ClCCc1ccc(Nc2ccncc2Cl)cc1,1.375
81XARN,CO[C@H](C)c1nc(C[S@](=O)Cc2c(Cl)cccc2Cl)cs1,1.98
81PTJC,CCc1ccsc1CNC(=O)NC[C@H](C)N1CCOC[C@@H]1C,0.562
81JWGV,CN(CCc1cccs1)C(=O)Nc1ccc(Oc2cccnc2)nc1,2.102
81AGWT,CN(C[C@@H]1CCCO1)c1ncc(Cl)cc1F,1.054
81CLWN,CCCC(=O)NCCc1cc2ccc(C)cc2[nH]c1=O,1.551
81ANVF,Cc1ncccc1NC(=O)NCc1csc(C(C)(C)C)n1,0.039
81YWZA,O=C(NCCCc1cccc(F)c1)C(=O)Nc1cnc2ccccc2c1,1.799
81OIPA,Nc1c(NCc2ccccc2)ncnc1Nc1ccccc1F,1.047
81VZGW,O=C(CCl)NCc1ccc(C(=O)c2ccc(F)cc2)o1,2.119
81MGVQ,Cc1ocnc1CNC(=O)N1CCN(c2nccs2)CC1,1.174
81JKDA,CS(=O)(=O)[C@@H]1CCC[C@@H](Sc2c(F)cc(N)cc2F)C1,2.068
81DUIS,CCC[C@@H](CC(=O)OC)NC(=O)Nc1ccc2nccnc2c1,1.668
81SGSQ,CCS(=O)(=O)C[C@@H](C)N(C)Cc1cccs1,1.273
81TENP,CSc1nc(C)c(CCC(=O)N2CC[C@H](C)[C@@H](O)C2)c(C)n1,1.782
81ENXX,COc1ccc(OCC(=O)N[C@H](c2ccccc2)c2cccs2)cc1,1.381
81TOEH,C[C@@H](NC(=O)NC[C@H](O)c1ccc(F)cc1)c1ccc(Cl)s1,1.972
